CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
278768106,SATS,ECHOSTAR CORP-A,6324,448,641.89K,45.47K,+7.6%,0.02%
406216101,HAL,HALLIBURTON CO,107405,1301,3.65M,44.17K,+1.2%,0.13%
760759100,RSG,REPUBLIC SERVICES INC,10295,184,2.19M,39.21K,+1.8%,0.08%
29670G102,WTRG,ESSENTIAL UTILITIES INC,14259,1012,546.26K,38.77K,+7.6%,0.02%
573284106,MLM,MARTIN MARIETTA MATERIALS,3156,48,1.82M,27.68K,+1.5%,0.07%
500754106,KHC,KRAFT HEINZ CO/THE,56674,1021,1.34M,24.12K,+1.8%,0.05%
682680103,OKE,ONEOK INC,75425,270,6.56M,23.47K,+0.4%,0.24%
05722G100,BKR,BAKER HUGHES CO,153827,325,8.54M,18.04K,+0.2%,0.31%
90353T100,UBER,UBER TECHNOLOGIES INC,79936,135,5.77M,9.74K,+0.2%,0.21%
573874104,MRVL,MARVELL TECHNOLOGY INC,37451,-68,11.16M,-20.26K,-0.2%,0.4%
052769106,ADSK,AUTODESK INC,9682,-113,1.88M,-21.97K,-1.2%,0.07%
88262P102,TPL,TEXAS PACIFIC LAND CORP,4543,-59,1.99M,-25.82K,-1.3%,0.07%
247361702,DAL,DELTA AIR LINES INC,11624,-353,1.09M,-33.06K,-2.9%,0.04%
871607107,SNPS,SYNOPSYS INC,8086,-92,3.61M,-41.04K,-1.1%,0.13%
25809K105,DASH,DOORDASH INC - A,16722,-244,3.09M,-45.03K,-1.4%,0.11%
929160109,VMC,VULCAN MATERIALS CO,6713,-154,1.98M,-45.43K,-2.2%,0.07%
833445109,SNOW,SNOWFLAKE INC,14652,-258,3.73M,-65.66K,-1.7%,0.14%
199908104,FIX,COMFORT SYSTEMS USA INC,1630,-35,3.23M,-69.37K,-2.1%,0.12%
46266C105,IQV,IQVIA HOLDINGS INC,8847,-377,1.71M,-72.84K,-4.1%,0.06%
252131107,DXCM,DEXCOM INC,20754,-1115,1.4M,-75.1K,-5.1%,0.05%
922475108,VEEV,VEEVA SYSTEMS INC-CLASS A,8129,-460,1.44M,-81.64K,-5.4%,0.05%
00846U101,A,AGILENT TECHNOLOGIES INC,13874,-623,1.84M,-82.75K,-4.3%,0.07%
14448C104,CARR,CARRIER GLOBAL CORP,36039,-1129,2.64M,-82.81K,-3%,0.1%
594972408,MSTR,STRATEGY INC,12591,-1155,1.09M,-100.4K,-8.4%,0.04%
345370860,F,FORD MOTOR CO,234930,-7989,3.27M,-111.05K,-3.3%,0.12%
053484101,AVB,AVALONBAY COMMUNITIES INC,10528,-597,1.99M,-112.65K,-5.4%,0.07%
09062X103,BIIB,BIOGEN INC,7838,-537,1.69M,-116.02K,-6.4%,0.06%
632307104,NTRA,NATERA INC,7212,-442,1.96M,-119.98K,-5.8%,0.07%
18915M107,NET,CLOUDFLARE INC - CLASS A,13824,-514,3.39M,-126.07K,-3.6%,0.12%
941848103,WAT,WATERS CORP,4870,-362,1.83M,-135.76K,-6.9%,0.07%
192446102,CTSH,COGNIZANT TECH SOLUTIONS-A,24461,-3874,947.38K,-150.04K,-13.7%,0.03%
49456B101,KMI,KINDER MORGAN INC,250589,-5508,8.01M,-176.09K,-2.2%,0.29%
29476L107,EQR,EQUITY RESIDENTIAL,28800,-2873,1.96M,-195.16K,-9.1%,0.07%
29084Q100,EME,EMCOR GROUP INC,2288,-247,1.9M,-204.98K,-9.7%,0.07%
46284V101,IRM,IRON MOUNTAIN INC,17290,-1673,2.18M,-211.32K,-8.8%,0.08%
609839105,MPWR,MONOLITHIC POWER SYSTEMS INC,2082,-155,2.88M,-214.27K,-6.9%,0.1%
776696106,ROP,ROPER TECHNOLOGIES INC,4936,-686,1.67M,-232.14K,-12.2%,0.06%
34959E109,FTNT,FORTINET INC,27935,-1628,4.29M,-250.09K,-5.5%,0.16%
880770102,TER,TERADYNE INC,7047,-524,3.41M,-253.53K,-6.9%,0.12%
98138H101,WDAY,WORKDAY INC-CLASS A,10284,-2476,1.26M,-303.11K,-19.4%,0.05%
02156V109,OKLO,OKLO INC,0,-6197,0,-307.31K,CLOSE,0%
595017104,MCHP,MICROCHIP TECHNOLOGY INC,24677,-3945,2.25M,-359.78K,-13.8%,0.08%
79466L302,CRM,SALESFORCE INC,35142,-2898,5.51M,-454K,-7.6%,0.2%
91913Y100,VLO,VALERO ENERGY CORP,42474,-2005,11.06M,-522.18K,-4.5%,0.4%
56585A102,MPC,MARATHON PETROLEUM CORP,42492,-2050,10.86M,-524.12K,-4.6%,0.39%
74743L100,Q,QNITY ELECTRONICS INC,10134,-4364,1.65M,-712.69K,-30.1%,0.06%
31946M103,FCNCA,FIRST CITIZENS BCSHS -CL A,0,-396,0,-746.33K,CLOSE,0%
16119P108,CHTR,CHARTER COMMUNICATIONS INC-A,0,-3465,0,-748.02K,CLOSE,0%
466313103,JBL,JABIL INC,4942,-1968,1.91M,-758.62K,-28.5%,0.07%
16411R208,LNG,CHENIERE ENERGY INC,29660,-3510,7.09M,-838.93K,-10.6%,0.26%
98980L101,ZM,ZOOM COMMUNICATIONS INC,12267,-9835,1.06M,-848.86K,-44.5%,0.04%
493267108,KEY,KEYCORP,0,-42579,0,-853.71K,CLOSE,0%
115236101,BRO,BROWN & BROWN INC,0,-13815,0,-900.88K,CLOSE,0%
24703L202,DELL,DELL TECHNOLOGIES -C,13299,-2088,5.74M,-900.89K,-13.6%,0.21%
540424108,L,LOEWS CORP,0,-8603,0,-918.28K,CLOSE,0%
526057104,LEN,LENNAR CORP-A,0,-10638,0,-923.8K,CLOSE,0%
775711104,ROL,ROLLINS INC,0,-17426,0,-930.72K,CLOSE,0%
682189105,ON,ON SEMICONDUCTOR,17926,-9907,1.69M,-936.61K,-35.6%,0.06%
892672106,TW,TRADEWEB MARKETS INC-CLASS A,0,-8276,0,-973.75K,CLOSE,0%
171340102,CHD,CHURCH & DWIGHT CO INC,0,-10885,0,-1.02M,CLOSE,0%
75734B100,RDDT,REDDIT INC-CL A,6496,-5964,1.13M,-1.04M,-47.9%,0.04%
83406F102,SOFI,SOFI TECHNOLOGIES INC,0,-65370,0,-1.04M,CLOSE,0%
460146103,IP,INTERNATIONAL PAPER CO,0,-29637,0,-1.06M,CLOSE,0%
237194105,DRI,DARDEN RESTAURANTS INC,0,-5405,0,-1.06M,CLOSE,0%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE,59370,-23819,2.68M,-1.07M,-28.6%,0.1%
256746108,DLTR,DOLLAR TREE INC,0,-10119,0,-1.11M,CLOSE,0%
90384S303,ULTA,ULTA BEAUTY INC,0,-2122,0,-1.11M,CLOSE,0%
745867101,PHM,PULTEGROUP INC,0,-9465,0,-1.11M,CLOSE,0%
570535104,MKL,MARKEL GROUP INC,0,-583,0,-1.12M,CLOSE,0%
681919106,OMC,OMNICOM GROUP,0,-15190,0,-1.14M,CLOSE,0%
370334104,GIS,GENERAL MILLS INC,0,-31554,0,-1.17M,CLOSE,0%
892356106,TSCO,TRACTOR SUPPLY COMPANY,0,-26114,0,-1.18M,CLOSE,0%
256677105,DG,DOLLAR GENERAL CORP,0,-10138,0,-1.2M,CLOSE,0%
50212V100,LPLA,LPL FINANCIAL HOLDINGS INC,0,-4043,0,-1.22M,CLOSE,0%
294429105,EFX,EQUIFAX INC,0,-7230,0,-1.3M,CLOSE,0%
92338C103,VLTO,VERALTO CORP,0,-15405,0,-1.36M,CLOSE,0%
74834L100,DGX,QUEST DIAGNOSTICS INC,0,-7136,0,-1.4M,CLOSE,0%
31620M106,FIS,FIDELITY NATIONAL INFO SERV,0,-30100,0,-1.41M,CLOSE,0%
504922105,LH,LABCORP HOLDINGS INC,0,-5366,0,-1.43M,CLOSE,0%
87165B103,SYF,SYNCHRONY FINANCIAL,0,-21460,0,-1.46M,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-11442,0,-1.61M,CLOSE,0%
87612G101,TRGP,TARGA RESOURCES CORP,31324,-6159,8.4M,-1.65M,-16.4%,0.3%
457669307,INSM,INSMED INC,0,-11244,0,-1.84M,CLOSE,0%
23804L103,DDOG,DATADOG INC - CLASS A,49797,-10469,12.97M,-2.73M,-17.4%,0.47%
83444M101,SOLV,SOLVENTUM CORP,0,-51485,0,-3.36M,CLOSE,0%
518439104,EL,ESTEE LAUDER COMPANIES-CL A,20714,-42770,1.64M,-3.38M,-67.4%,0.06%
438516106,HON,HONEYWELL INTERNATIONAL INC,0,-25734,0,-5.82M,CLOSE,0%
Total,,,,,2.76B,227.95M,+10.4%,100%
